2018-10-07 21:46,xcwjb01,南充,4.5,非常好看，不过那天出了点意外
2018-10-07 15:44,leolux,鞍山,3.5,刚开始还蛮不错，后半部分就开始**了！
2018-10-07 15:42,花花杰比,北京,3,睡着了～～～！！
2018-10-07 15:37,julia_女王大人,武汉,4,特效棒棒的，剧情也很紧凑
2018-10-07 15:35,cc11661,南部县,4,为姑父才看的。还好。
2018-10-07 15:29,Tian酱Xi,南京,3.5,还可以！！！
2018-10-07 15:29,IOH459718246,建水县,5,很好，3D效果很好
2018-10-07 15:26,15191379998,渭南,3.5,可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2018-10-07 15:16,Jeq961401594,武汉,5,超级超级超级好！
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 15:55,米1179481014,郑州,4,电影还可以，放映机有问题，有条很大的黑线，影响观影
2018-10-07 15:44,leolux,鞍山,3.5,刚开始还蛮不错，后半部分就开始**了！
2018-10-07 15:42,花花杰比,北京,3,睡着了～～～！！
2018-10-07 15:37,julia_女王大人,武汉,4,特效棒棒的，剧情也很紧凑
2018-10-07 15:35,cc11661,南部县,4,为姑父才看的。还好。
2018-10-07 15:29,Tian酱Xi,南京,3.5,还可以！！！
2018-10-07 15:29,IOH459718246,建水县,5,很好，3D效果很好
2018-10-07 15:26,15191379998,渭南,3.5,可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2018-10-07 15:16,Jeq961401594,武汉,5,超级超级超级好！
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 15:44,leolux,鞍山,3.5,刚开始还蛮不错，后半部分就开始**了！
2018-10-07 15:42,花花杰比,北京,3,睡着了～～～！！
2018-10-07 15:37,julia_女王大人,武汉,4,特效棒棒的，剧情也很紧凑
2018-10-07 15:35,cc11661,南部县,4,为姑父才看的。还好。
2018-10-07 15:29,Tian酱Xi,南京,3.5,还可以！！！
2018-10-07 15:29,IOH459718246,建水县,5,很好，3D效果很好
2018-10-07 15:26,15191379998,渭南,3.5,可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2018-10-07 15:16,Jeq961401594,武汉,5,超级超级超级好！
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 15:42,花花杰比,北京,3,睡着了～～～！！
2018-10-07 15:37,julia_女王大人,武汉,4,特效棒棒的，剧情也很紧凑
2018-10-07 15:35,cc11661,南部县,4,为姑父才看的。还好。
2018-10-07 15:29,Tian酱Xi,南京,3.5,还可以！！！
2018-10-07 15:29,IOH459718246,建水县,5,很好，3D效果很好
2018-10-07 15:26,15191379998,渭南,3.5,可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2018-10-07 15:16,Jeq961401594,武汉,5,超级超级超级好！
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 15:37,julia_女王大人,武汉,4,特效棒棒的，剧情也很紧凑
2018-10-07 15:35,cc11661,南部县,4,为姑父才看的。还好。
2018-10-07 15:29,Tian酱Xi,南京,3.5,还可以！！！
2018-10-07 15:29,IOH459718246,建水县,5,很好，3D效果很好
2018-10-07 15:26,15191379998,渭南,3.5,可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2018-10-07 15:16,Jeq961401594,武汉,5,超级超级超级好！
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 15:35,cc11661,南部县,4,为姑父才看的。还好。
2018-10-07 15:29,Tian酱Xi,南京,3.5,还可以！！！
2018-10-07 15:29,IOH459718246,建水县,5,很好，3D效果很好
2018-10-07 15:26,15191379998,渭南,3.5,可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2018-10-07 15:16,Jeq961401594,武汉,5,超级超级超级好！
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 15:29,Tian酱Xi,南京,3.5,还可以！！！
2018-10-07 15:29,IOH459718246,建水县,5,很好，3D效果很好
2018-10-07 15:26,15191379998,渭南,3.5,可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2018-10-07 15:16,Jeq961401594,武汉,5,超级超级超级好！
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 15:29,IOH459718246,建水县,5,很好，3D效果很好
2018-10-07 15:26,15191379998,渭南,3.5,可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2018-10-07 15:16,Jeq961401594,武汉,5,超级超级超级好！
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 15:26,15191379998,渭南,3.5,可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
2018-10-07 15:16,Jeq961401594,武汉,5,超级超级超级好！
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 15:16,Jeq961401594,武汉,5,超级超级超级好！
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 15:07,kitty_1203,深圳,5,好看，徐克想象力爆棚
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 15:02,MKC256336209,淮南,3,给我的感觉就是特效不错，阮经天是个大招
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 14:58,珠海xiaoying,广州,4.5,争议很大，但是我觉得比其他奇幻古装片好很多了。
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 14:54,yZZ822056428,海口,5,故事离奇，情节曲折，特级专业，引人入胜，值得一看的娱乐片
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 14:30,honeymoon26,璧山,4,喜欢打斗场面 虽然个别演员的演技真的略差浮夸......
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 14:29,VSi355009723,吉林,3,一般般，跟前两部比有些逊色。
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 14:20,吃！喝！玩！乐～,开封,3.5,怎么说呢，连续剧一样的看，无所谓好坏了。
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 14:14,exI778821087,青岛,2,徐克放飞自我
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 14:06,bRu670018955,呼和浩特,5,好看好看好看
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 13:49,jOX211776908,北京,4,二刷狄仁杰，每位主演的表现都很不错，细腻不乏张力。
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 13:49,无味的苦咖啡,四平,5,好看，五
d
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 13:41,海洋之渊228,杭州,3.5,剧情不怎么样，效果不错。
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
